#Vertex_X,Vertex_Y,Vertex_Z,Normal_X,Normal_Y,Normal_Z
-90.46926879882812,-85.5999984741211,0.0,0.0,-1.0,0.0
-90.36924743652344,-85.5999984741211,0.0,0.0,-1.0,0.0
-90.26920318603516,-85.5999984741211,0.0,0.0,-1.0,0.0
-90.16917419433594,-85.5999984741211,0.0,-3.813009971054271e-05,-1.0,0.0
-90.06912994384766,-85.60000610351562,0.0,5.817815118547287e-09,-1.0,0.0
-89.96910095214844,-85.5999984741211,0.0,3.813591683865525e-05,-1.0,0.0
-89.86906433105469,-85.5999984741211,0.0,0.0,-1.0,0.0
-89.76902770996094,-85.5999984741211,0.0,-3.8133006455609575e-05,-1.0,0.0
-89.66899108886719,-85.60000610351562,0.0,-3.8133006455609575e-05,-1.0,0.0
-89.56896209716797,-85.60000610351562,0.0,0.0,-1.0,0.0
-89.46891784667969,-85.60000610351562,0.0,3.813882722170092e-05,-1.0,0.0
-89.368896484375,-85.5999984741211,0.0,3.813882722170092e-05,-1.0,0.0
-89.26885986328125,-85.5999984741211,0.0,0.0,-1.0,0.0
-89.1688232421875,-85.5999984741211,0.0,0.0,-1.0,0.0
-89.06877899169922,-85.5999984741211,0.0,0.0,-1.0,0.0
-88.96875,-85.5999984741211,0.0,0.0,-1.0,0.0
-88.86871337890625,-85.5999984741211,0.0,0.0052248043939471245,-0.9999862909317017,0.0
-88.76869201660156,-85.59895324707031,0.0,0.021853093057870865,-0.999761164188385,0.0
-88.66871643066406,-85.59562683105469,0.0,0.03333006426692009,-0.9994443655014038,0.0
-88.56874084472656,-85.59228515625,0.0,0.07585465908050537,-0.9971188902854919,0.0
-88.47019958496094,-85.58055877685547,0.0,0.21095064282417297,-0.9774967432022095,0.0
-88.37483215332031,-85.55036163330078,0.0,0.30186861753463745,-0.9533495903015137,0.0
-88.27946472167969,-85.5201644897461,0.0,0.32724419236183167,-0.9449397921562195,0.0
-88.1865234375,-85.48516845703125,0.0,0.47525274753570557,-0.8798493146896362,0.0
-88.105712890625,-85.42620086669922,0.0,0.5894723534584045,-0.8077884316444397,0.0
-88.02490997314453,-85.36723327636719,0.0,0.7010868787765503,-0.7130758762359619,0.0
-87.96493530273438,-85.28791046142578,0.0,0.8096911907196045,-0.5868562459945679,0.0
-87.90788269042969,-85.20574951171875,0.0,0.8787316679954529,-0.4773160517215729,0.0
-87.87042236328125,-85.1141586303711,0.0,0.9432116150856018,-0.33219262957572937,0.0
-87.84191131591797,-85.01827239990234,0.0,0.975045382976532,-0.22200550138950348,0.0
-87.82614135742188,-84.91975402832031,0.0,0.9911304712295532,-0.13289301097393036,0.0
-87.81538391113281,-84.82039642333984,0.0,0.9999237060546875,-0.012350835837423801,0.0
-87.82369232177734,-84.720703125,0.0,0.9923050403594971,0.12381687760353088,0.0
-87.83995819091797,-84.62309265136719,0.0,0.9565463662147522,0.2915803790092468,0.0
-87.88135528564453,-84.53202056884766,0.0,0.8989656567573547,0.4380189776420593,0.0
-87.92747497558594,-84.44346618652344,0.0,0.8698371052742004,0.4933391213417053,0.0
-87.97990417480469,-84.3582763671875,0.0,0.7862128019332886,0.6179558038711548,0.0
-88.05010223388672,-84.28739929199219,0.0,0.6919808983802795,0.7219158411026001,0.0
-88.12384033203125,-84.22030639648438,0.0,0.5755943059921265,0.8177354335784912,0.0
-88.21217346191406,-84.17337036132812,0.0,0.4325137436389923,0.9016273021697998,0.0
-88.30330657958984,-84.1341781616211,0.0,0.29993686079978943,0.953959047794342,0.0
-88.40129089355469,-84.11399841308594,0.0,0.1705416440963745,0.985350489616394,0.0
-88.50018310546875,-84.10009765625,0.0,0.1139058992266655,0.993491530418396,0.0
-88.5998306274414,-84.09123992919922,0.0,0.07287530601024628,0.9973410367965698,0.0
-88.6995849609375,-84.08552551269531,0.0,0.019686367362737656,0.9998061656951904,0.0
-88.79960632324219,-84.08731079101562,0.0,-0.017846807837486267,0.9998407959938049,0.0
-88.89962005615234,-84.08909606933594,0.0,-0.017694324254989624,0.999843418598175,0.0
-88.99964141845703,-84.09085083007812,0.0,-0.017389332875609398,0.9998488426208496,0.0
-89.09965515136719,-84.09257507324219,0.0,-0.017236188054084778,0.999851405620575,0.0
-89.1996841430664,-84.09429931640625,0.0,-0.01715993881225586,0.9998527765274048,0.0
-89.29969787597656,-84.09600830078125,0.0,-0.017008105292916298,0.9998553395271301,0.0
-89.39971923828125,-84.09770202636719,0.0,-0.016931211575865746,0.99985671043396,0.0
-89.49974060058594,-84.09939575195312,0.0,-0.017045577988028526,0.9998547434806824,0.0
-89.59976196289062,-84.10111236572266,0.0,-0.017236188054084778,0.9998513460159302,0.0
-89.69978332519531,-84.10284423828125,0.0,-0.01727430894970894,0.9998507499694824,0.0
-89.7998046875,-84.10456848144531,0.0,-0.016740594059228897,0.9998599290847778,0.0
-89.89982604980469,-84.10619354248047,0.0,-0.016016250476241112,0.9998717308044434,0.0
-89.99984741210938,-84.10777282714844,0.0,-0.015825631096959114,0.9998747706413269,0.0
-90.09986877441406,-84.10935974121094,0.0,-0.014795704744756222,0.9998906254768372,0.0
-90.19989776611328,-84.11073303222656,0.0,-0.012965112924575806,0.9999158978462219,0.0
-90.2999267578125,-84.11195373535156,0.0,-0.012164919637143612,0.999925971031189,0.0
-90.39994812011719,-84.11316680908203,0.0,-0.012203047052025795,0.9999255537986755,0.0
-90.4999771118164,-84.11439514160156,0.0,-0.00915191788226366,0.9999580979347229,0.0
-90.60001373291016,-84.11499786376953,0.0,-0.0030124664772301912,0.9999954700469971,0.0
-90.70004272460938,-84.11499786376953,0.0,0.0,1.0,0.0
-90.80007934570312,-84.11499786376953,0.0,0.0,1.0,0.0
-90.90011596679688,-84.11499786376953,0.0,-0.0027841017581522465,0.9999960660934448,0.0
-91.00013732910156,-84.11555480957031,0.0,-0.00896121934056282,0.9999598860740662,0.0
-91.10017395019531,-84.11679077148438,0.0,-0.012355091981589794,0.9999236464500427,0.0
-91.2001953125,-84.11802673339844,0.0,-0.012355091981589794,0.9999236464500427,0.0
-91.30023193359375,-84.1192626953125,0.0,-0.009876188822090626,0.9999512434005737,0.0
-91.40026092529297,-84.12000274658203,0.0,-0.003699108026921749,0.999993085861206,0.0
-91.50028991699219,-84.12000274658203,0.0,0.0,1.0,0.0
-91.60032653808594,-84.12000274658203,0.0,0.0,1.0,0.0
-91.70036315917969,-84.12000274658203,0.0,0.0,1.0,0.0
-91.80039978027344,-84.12000274658203,0.0,0.0,1.0,0.0
-91.90043640136719,-84.12000274658203,0.0,0.0,1.0,0.0
-92.00047302246094,-84.12000274658203,0.0,0.0,1.0,0.0
-92.10050964355469,-84.12000274658203,0.0,0.0,1.0,0.0
-92.2005386352539,-84.12000274658203,0.0,0.0,1.0,0.0
-92.30056762695312,-84.12000274658203,0.0,3.8133006455609575e-05,1.0,0.0
-92.40060424804688,-84.1199951171875,0.0,0.0,1.0,0.0
-92.50064086914062,-84.12000274658203,0.0,-3.8133006455609575e-05,1.0,0.0
-92.60067749023438,-84.12000274658203,0.0,0.0,1.0,0.0
-92.70072174072266,-84.12000274658203,0.0,0.0,1.0,0.0
-92.80075073242188,-84.12000274658203,0.0,0.0,1.0,0.0
-92.90078735351562,-84.12000274658203,0.0,0.0,1.0,0.0
-93.00082397460938,-84.12000274658203,0.0,0.0,1.0,0.0
-93.1008529663086,-84.12000274658203,0.0,0.0,1.0,0.0
-93.20088195800781,-84.12000274658203,0.0,0.0,1.0,0.0
-93.30091857910156,-84.12000274658203,0.0,0.0,1.0,0.0
-93.40096282958984,-84.12000274658203,0.0,0.0,1.0,0.0
-93.50099182128906,-84.12000274658203,0.0,0.0,1.0,0.0
-93.60102844238281,-84.12000274658203,0.0,0.0,1.0,0.0
-93.70106506347656,-84.12000274658203,0.0,0.0,1.0,0.0
-93.80110168457031,-84.12000274658203,0.0,0.0,1.0,0.0
-93.90113830566406,-84.12000274658203,0.0,3.813882722170092e-05,1.0,0.0
-94.00115966796875,-84.1199951171875,0.0,8.729038825094904e-09,1.0,0.0
-94.10120391845703,-84.12000274658203,0.0,-3.813009971054271e-05,1.0,0.0
-94.20124053955078,-84.12000274658203,0.0,0.0,1.0,0.0
-94.30126953125,-84.12000274658203,0.0,-0.0009151212288998067,0.9999995231628418,0.0
-94.40131378173828,-84.12018585205078,0.0,-0.006520820781588554,0.99997878074646,0.0
-94.5013427734375,-84.12130737304688,0.0,-0.011249814182519913,0.9999366998672485,0.0
-94.60136413574219,-84.1224365234375,0.0,-0.01121168490499258,0.9999371767044067,0.0
-94.7013931274414,-84.12355041503906,0.0,-0.011211255565285683,0.9999371767044067,0.0
-94.80142211914062,-84.12467956542969,0.0,-0.011325638741254807,0.9999358654022217,0.0
-94.90145111083984,-84.12581634521484,0.0,-0.011325638741254807,0.9999358654022217,0.0
-95.00148010253906,-84.12694549560547,0.0,-0.011325638741254807,0.9999358654022217,0.0
-95.10150909423828,-84.12808227539062,0.0,-0.011363768950104713,0.999935507774353,0.0
-95.2015380859375,-84.12921905517578,0.0,-0.009571646340191364,0.9999542236328125,0.0
-95.30156707763672,-84.12999725341797,0.0,-0.003889774903655052,0.9999923706054688,0.0
-95.40160369873047,-84.12999725341797,0.0,0.0,1.0,0.0
-95.50164031982422,-84.12999725341797,0.0,0.0,1.0,0.0
-95.60167694091797,-84.12999725341797,0.0,0.0,1.0,0.0
-95.70170593261719,-84.12999725341797,0.0,-0.005224406719207764,0.9999862909317017,0.0
-95.8017349243164,-84.13104248046875,0.0,-0.010906221345067024,0.9999405145645142,0.0
-95.90176391601562,-84.1321792602539,0.0,-0.011363336816430092,0.999935507774353,0.0
-96.00180053710938,-84.13331604003906,0.0,-0.011363770812749863,0.999935507774353,0.0
-96.10182189941406,-84.13445281982422,0.0,-0.008427889086306095,0.9999644756317139,0.0
-96.20185852050781,-84.13500213623047,0.0,-0.0027455457020550966,0.9999963045120239,0.0
-96.30188751220703,-84.13500213623047,0.0,0.0,1.0,0.0
-96.40192413330078,-84.13500213623047,0.0,0.0,1.0,0.0
-96.50196075439453,-84.13500213623047,0.0,-0.000648310175165534,0.9999998211860657,0.0
-96.60198974609375,-84.1351318359375,0.0,-0.006291714031249285,0.9999802112579346,0.0
-96.7020263671875,-84.13626098632812,0.0,-0.011249380186200142,0.9999366998672485,0.0
-96.80204772949219,-84.13738250732422,0.0,-0.011211255565285683,0.9999371767044067,0.0
-96.90208435058594,-84.13850402832031,0.0,-0.011211255565285683,0.9999371767044067,0.0
-97.00210571289062,-84.1396255493164,0.0,-0.011287938803434372,0.9999362230300903,0.0
-97.10213470458984,-84.14076232910156,0.0,-0.011363768950104713,0.999935507774353,0.0
-97.20216369628906,-84.14189910888672,0.0,-0.011363768950104713,0.999935507774353,0.0
-97.30219268798828,-84.14303588867188,0.0,-0.011363768950104713,0.999935507774353,0.0
-97.4022216796875,-84.14417266845703,0.0,-0.009800435043871403,0.999951958656311,0.0
-97.50225067138672,-84.1449966430664,0.0,-0.004118573851883411,0.9999915361404419,0.0
-97.60228729248047,-84.1449966430664,0.0,0.0,1.0,0.0
-97.70231628417969,-84.1449966430664,0.0,0.0,1.0,0.0
-97.80236053466797,-84.1449966430664,0.0,0.0,1.0,0.0
-97.90238952636719,-84.1449966430664,0.0,-0.0049952371045947075,0.9999875426292419,0.0
-98.00242614746094,-84.14599609375,0.0,-0.010677061043679714,0.99994295835495,0.0
-98.10245513916016,-84.14713287353516,0.0,-0.01136420201510191,0.9999353885650635,0.0
-98.20247650146484,-84.14826965332031,0.0,-0.01136420201510191,0.9999353885650635,0.0
-98.30250549316406,-84.14940643310547,0.0,-0.00865623727440834,0.999962568283081,0.0
-98.40254211425781,-84.1500015258789,0.0,-0.0029743348713964224,0.9999954700469971,0.0
-98.50257873535156,-84.1500015258789,0.0,0.0,1.0,0.0
-98.60261535644531,-84.1500015258789,0.0,0.0,1.0,0.0
-98.70264434814453,-84.1500015258789,0.0,-0.00041949498699977994,0.9999999403953552,0.0
-98.80267333984375,-84.15008544921875,0.0,-0.006025204434990883,0.9999818205833435,0.0
-98.90270233154297,-84.15120697021484,0.0,-0.011211255565285683,0.9999371767044067,0.0
-99.00273132324219,-84.15232849121094,0.0,-0.011248953640460968,0.9999366998672485,0.0
-99.10276794433594,-84.15345764160156,0.0,-0.011249380186200142,0.9999366998672485,0.0
-99.20278930664062,-84.15457916259766,0.0,-0.011287504807114601,0.9999362230300903,0.0
-99.30282592773438,-84.15571594238281,0.0,-0.011363770812749863,0.999935507774353,0.0
-99.40284729003906,-84.15685272216797,0.0,-0.011363770812749863,0.999935507774353,0.0
-99.50288391113281,-84.15798950195312,0.0,-0.011363770812749863,0.999935507774353,0.0
-99.6029052734375,-84.15912628173828,0.0,-0.010067453607916832,0.9999492764472961,0.0
-99.70294189453125,-84.16000366210938,0.0,-0.004385169595479965,0.9999904036521912,0.0
-99.80297088623047,-84.16000366210938,0.0,0.0,1.0,0.0
-99.90300750732422,-84.16000366210938,0.0,0.0,1.0,0.0
-100.00304412841797,-84.16000366210938,0.0,0.0,1.0,0.0
-100.10308074951172,-84.16000366210938,0.0,-0.004690920934081078,0.9999890327453613,0.0
-100.2031021118164,-84.16094207763672,0.0,-0.010372324846684933,0.9999461770057678,0.0
-100.30313873291016,-84.16207885742188,0.0,-0.011401466093957424,0.9999350309371948,0.0
-100.40316772460938,-84.16322326660156,0.0,-0.011363770812749863,0.999935507774353,0.0
-100.5031967163086,-84.16435241699219,0.0,-0.00888526625931263,0.9999605417251587,0.0
-100.60322570800781,-84.16500091552734,0.0,-0.0032415015157312155,0.999994695186615,0.0
-100.70326232910156,-84.16500091552734,0.0,0.0,1.0,0.0
-100.80329895019531,-84.16500091552734,0.0,3.813591683865525e-05,1.0,0.0
-100.90332794189453,-84.16499328613281,0.0,-0.00019064467051066458,1.0,0.0
-101.00337219238281,-84.1650390625,0.0,-0.005834920797497034,0.999983012676239,0.0
-101.1033935546875,-84.1661605834961,0.0,-0.01121211051940918,0.9999371767044067,0.0
-101.20341491699219,-84.16728210449219,0.0,-0.011249380186200142,0.9999366998672485,0.0
-101.30345153808594,-84.16841125488281,0.0,-0.01121082529425621,0.9999371767044067,0.0
-101.40348052978516,-84.16952514648438,0.0,-0.011249382980167866,0.9999366998672485,0.0
-101.50350952148438,-84.17066192626953,0.0,-0.01136420201510191,0.9999353885650635,0.0
-101.60353088378906,-84.17179870605469,0.0,-0.011401896364986897,0.9999350309371948,0.0
-101.70356750488281,-84.17294311523438,0.0,-0.011401896364986897,0.9999350309371948,0.0
-101.8035888671875,-84.17407989501953,0.0,-0.010296222753822803,0.9999470710754395,0.0
-101.90362548828125,-84.17500305175781,0.0,-0.004613947123289108,0.9999893307685852,0.0
-102.003662109375,-84.17500305175781,0.0,0.0,1.0,0.0
-102.10369873046875,-84.17500305175781,0.0,0.0,1.0,0.0
-102.2037353515625,-84.17500305175781,0.0,0.0,1.0,0.0
-102.30376434326172,-84.17500305175781,0.0,-0.004461769480258226,0.9999900460243225,0.0
-102.40379333496094,-84.17589569091797,0.0,-0.010143616236746311,0.9999485015869141,0.0
-102.50382232666016,-84.17703247070312,0.0,-0.011363768950104713,0.999935507774353,0.0
-102.60385131835938,-84.17816925048828,0.0,-0.011363768950104713,0.999935507774353,0.0
-102.7038803100586,-84.17930603027344,0.0,-0.009152190759778023,0.9999580979347229,0.0
-102.80390930175781,-84.18000030517578,0.0,-0.0034703058190643787,0.9999939799308777,0.0
-102.90394592285156,-84.18000030517578,0.0,0.0,1.0,0.0
-103.00398254394531,-84.18000030517578,0.0,0.0,1.0,0.0
-103.10401916503906,-84.18000030517578,0.0,0.0,1.0,0.0
-103.20404815673828,-84.18000030517578,0.0,-0.005529454443603754,0.9999847412109375,0.0
-103.3040771484375,-84.18110656738281,0.0,-0.011173125356435776,0.9999375939369202,0.0
-103.40410614013672,-84.18223571777344,0.0,-0.011287512257695198,0.9999363422393799,0.0
-103.50413513183594,-84.18336486816406,0.0,-0.011211255565285683,0.9999371767044067,0.0
-103.60416412353516,-84.18447875976562,0.0,-0.011249382980167866,0.9999366998672485,0.0
-103.70419311523438,-84.18561553955078,0.0,-0.011363768950104713,0.999935507774353,0.0
-103.8042221069336,-84.18675231933594,0.0,-0.011363768950104713,0.999935507774353,0.0
-103.90425109863281,-84.1878890991211,0.0,-0.011363768950104713,0.999935507774353,0.0
-104.00428009033203,-84.18902587890625,0.0,-0.006444853730499744,0.9999791979789734,0.0
-104.10428619384766,-84.18917846679688,0.0,0.028308920562267303,0.9995991587638855,0.0
-104.20414733886719,-84.18336486816406,0.0,0.058078207075595856,0.9983119964599609,0.0
-104.30401611328125,-84.17755889892578,0.0,0.05803798884153366,0.998314380645752,0.0
-104.40388488769531,-84.1717529296875,0.0,0.05807599052786827,0.9983121752738953,0.0
-104.50375366210938,-84.16593933105469,0.0,0.24428926408290863,0.969702422618866,0.0
-104.59321594238281,-84.12432098388672,0.0,0.45398852229118347,0.8910075426101685,0.0
-104.6806640625,-84.07574462890625,0.0,0.4856266975402832,0.8741661906242371,0.0
-104.76811218261719,-84.02716064453125,0.0,0.5891380906105042,0.8080323934555054,0.0
-104.84037780761719,-83.9594497680664,0.0,0.7128072381019592,0.7013599872589111,0.0
-104.90758514404297,-83.8853530883789,0.0,0.7407022714614868,0.6718333959579468,0.0
-104.97479248046875,-83.8112564086914,0.0,0.8426165580749512,0.5385138392448425,0.0
-105.01342010498047,-83.72006225585938,0.0,0.9319086074829102,0.36269325017929077,0.0
-105.04693603515625,-83.62580871582031,0.0,0.9613408446311951,0.2753608822822571,0.0
-105.06820678710938,-83.52899932861328,0.0,0.9897893071174622,0.14253826439380646,0.0
-105.07518005371094,-83.42921447753906,0.0,0.9997456669807434,0.022553978487849236,0.0
-105.07273864746094,-83.3302230834961,0.0,0.9913034439086914,-0.13159623742103577,0.0
-105.04902648925781,-83.2330322265625,0.0,0.964431881904602,-0.2643318474292755,0.0
-105.02006530761719,-83.13796997070312,0.0,0.9163735508918762,-0.400324285030365,0.0
-104.96966552734375,-83.05155944824219,0.0,0.8559060096740723,-0.5171314477920532,0.0
-104.91681671142578,-82.96707153320312,0.0,0.777315080165863,-0.6291114687919617,0.0
-104.84492492675781,-82.89750671386719,0.0,0.6953998804092407,-0.7186230421066284,0.0
-104.77304077148438,-82.82794189453125,0.0,0.6109638214111328,-0.7916584610939026,0.0
-104.6876220703125,-82.77609252929688,0.0,0.5024238228797913,-0.8646215200424194,0.0
-104.60051727294922,-82.7276840209961,0.0,0.36485499143600464,-0.9310643672943115,0.0
-104.50334167480469,-82.70393371582031,0.0,0.2374538779258728,-0.9713987112045288,0.0
-104.40616607666016,-82.68017578125,0.0,0.14536704123020172,-0.9893777966499329,0.0
-104.30675506591797,-82.67500305175781,0.0,0.02599051594734192,-0.9996621608734131,0.0
-104.20672607421875,-82.67500305175781,0.0,0.0,-1.0,0.0
-104.106689453125,-82.67500305175781,0.0,0.0,-1.0,0.0
-104.00665283203125,-82.67500305175781,0.0,0.006406927481293678,-0.9999794363975525,0.0
-103.90663146972656,-82.67372131347656,0.0,0.012888863682746887,-0.9999169707298279,0.0
-103.80659484863281,-82.67242431640625,0.0,0.01300325058400631,-0.9999154806137085,0.0
-103.70657348632812,-82.6711196899414,0.0,0.012126817367970943,-0.9999264478683472,0.0
-103.6065444946289,-82.66999816894531,0.0,0.00560571625828743,-0.9999843239784241,0.0
-103.50650787353516,-82.66999816894531,0.0,0.0,-1.0,0.0
-103.4064712524414,-82.66999816894531,0.0,0.0,-1.0,0.0
-103.30643463134766,-82.66999816894531,0.0,0.0022118669003248215,-0.9999975562095642,0.0
-103.20640563964844,-82.6695556640625,0.0,0.008771258406341076,-0.9999615550041199,0.0
-103.10638427734375,-82.66824340820312,0.0,0.013155749998986721,-0.9999134540557861,0.0
-103.00634765625,-82.66692352294922,0.0,0.013155749998986721,-0.9999134540557861,0.0
-102.90632629394531,-82.66561126708984,0.0,0.013080496340990067,-0.9999143481254578,0.0
-102.80630493164062,-82.664306640625,0.0,0.01300325058400631,-0.9999154806137085,0.0
-102.70626831054688,-82.66300964355469,0.0,0.01300325058400631,-0.9999154806137085,0.0
-102.60624694824219,-82.66170501708984,0.0,0.013003746047616005,-0.9999154806137085,0.0
-102.50621795654297,-82.66040802001953,0.0,0.00846569798886776,-0.9999641180038452,0.0
-102.40618896484375,-82.6600112915039,0.0,0.0020211886148899794,-0.9999979138374329,0.0
-102.30615234375,-82.66000366210938,0.0,3.8133006455609575e-05,-1.0,0.0
-102.20611572265625,-82.66000366210938,0.0,0.0,-1.0,0.0
-102.1060791015625,-82.66000366210938,0.0,0.005796366836875677,-0.9999831318855286,0.0
-102.00605010986328,-82.65884399414062,0.0,0.012279328890144825,-0.9999246001243591,0.0
-101.9060287475586,-82.65754699707031,0.0,0.012965615838766098,-0.9999158978462219,0.0
-101.80599975585938,-82.65625,0.0,0.012545728124678135,-0.9999213218688965,0.0
-101.70597076416016,-82.65503692626953,0.0,0.00045714035513810813,-0.9999999403953552,0.0
-101.60594940185547,-82.65615844726562,0.0,-0.011173554696142673,-0.9999375939369202,0.0
-101.50592041015625,-82.65727233886719,0.0,-0.011134572327136993,-0.9999380111694336,0.0
-101.4058837890625,-82.65838623046875,0.0,-0.011096865870058537,-0.999938428401947,0.0
-101.30586242675781,-82.65949249267578,0.0,-0.008084705099463463,-0.9999672770500183,0.0
-101.20582580566406,-82.66000366210938,0.0,-0.002554886508733034,-0.9999967217445374,0.0
-101.10578918457031,-82.66000366210938,0.0,0.0,-1.0,0.0
-101.0057601928711,-82.66000366210938,0.0,0.0,-1.0,0.0
-100.90572357177734,-82.66000366210938,0.0,0.0,-1.0,0.0
-100.8056869506836,-82.66000366210938,0.0,0.0,-1.0,0.0
-100.70565795898438,-82.66000366210938,0.0,0.0,-1.0,0.0
-100.60562133789062,-82.66000366210938,0.0,0.0,-1.0,0.0
-100.50558471679688,-82.66000366210938,0.0,0.0,-1.0,0.0
-100.40554809570312,-82.66000366210938,0.0,0.001830375287681818,-0.9999983310699463,0.0
-100.30551147460938,-82.65963745117188,0.0,0.007169547025114298,-0.999974250793457,0.0
